score,years,reason,url,flags
42,2,"The job requires 2 years of experience, which is within the candidate's maximum of 3 years. The location is specified as 'United States only', and no sponsorship or citizenship restrictions were found. The candidate matched 8 out of 19 distinct technical skills requested (SQL, Python, Machine Learning, Artificial Intelligence, Data Science, Predictive Modeling, Statistical Analysis, Vector Search). Score = (8/19)*100 = 42.",https://himalayas.app/companies/trusted-media-brands/jobs/data-scientist-5111692965, | Flags: Clean ✅
41,2,"The job requires a minimum of 2 years experience, which is within the candidate's max of 3 years. Location is United States only, and no sponsorship restrictions were found, so no knockouts were triggered. There are 17 distinct technical skills requested (SQL, Python, Machine Learning, Artificial Intelligence, Google Cloud Platform, BigQuery, Predictive Modeling, A B Testing, Statistical Analysis, Dataform, Vertex AI, Looker, ETL, Causal Inference, Vector Search, Data Visualization, Gemini). The candidate matches 7 of these skills (SQL, Python, Machine Learning (via PyTorch, TensorFlow, Scikit-Learn), Artificial Intelligence (via LLMs, RAG, NLP), Predictive Modeling (via ML frameworks), ETL (via Spark), Vector Search (via RAG)). The score is (7 / 17) * 100 = 41.",https://himalayas.app/companies/trusted-media-brands/jobs/data-scientist-5111692965?ref=137b24be-6342-4786-b288-9e87a0d3feef&pos=1&src=search, | Flags: Clean ✅
40,2,"The job requires 2 years of minimum experience, which is within the candidate's maximum of 3 years. No location or sponsorship flags were triggered. The job requests 5 distinct technical skills (Python, R, SQL, Northfield, Excel), and the candidate matches 2 of them (Python, SQL), resulting in a score of (2/5)*100 = 40.",https://job-boards.greenhouse.io/vestmark/jobs/7722505, | Flags: Clean ✅
38,3,"Score is 38 because 3 out of 8 requested technical skills (Python, LLMs, AWS) match the candidate's skills. (3/8)*100 = 37.5, rounded to 38.",https://jobs.ashbyhq.com/langchain/733417d6-7b74-4260-95d9-3cabf85ce0b8, | Flags: Clean ✅
36,0,"The role requires 0 minimum years of experience, is located in the US, and does not mention sponsorship restrictions. The job description requests 14 distinct technical skills (Python, SQL, Scala, Azure, Databricks, GCP, A/B Testing, GitHub, AWS, Statistical Inference, Scikit-Learn, statsmodels, DoWhy, linearmodels). The candidate matches 5 of these skills (Python, SQL, Git, AWS, Scikit-Learn), resulting in a score of (5/14)*100 = 36.",https://www.datafreelancehub.com/jobs/data-scientist-gez3, | Flags: Clean ✅
33,0,"The score is 33 because 1 out of 3 requested distinct technical skills (Python, FastAPI, Pydantic) matched the candidate's skills (Python). No knockout rules were triggered as no minimum years of experience were specified, the location is within the US, and no sponsorship restrictions were mentioned.",https://www.indeed.com/viewjob?jk=281e5394928ee192, | Flags: Clean ✅
33,3,"The job requires 3 years of experience, which meets the candidate's max experience. No location or sponsorship flags were found. The job requests 9 distinct technical skills (Python, SQL, Kafka, SQS, GraphQL, REST, Kubernetes, Docker, LLMs). The candidate matches 3 of these (Python, SQL, LLMs). Score = (3/9) * 100 = 33.",https://jobs.ashbyhq.com/whatnot/d6a89bd0-31ce-4239-81ae-75dd899b6377, | Flags: Clean ✅
20,0,"Score is 20 because 1 out of 5 distinct technical skills (LLMs) matched the candidate's profile. The requested skills were LLMs, Node.js, JavaScript, TypeScript, and Langchain. Knockout rules were not triggered as no minimum experience was specified, the location is in the US, and there were no sponsorship restrictions.",https://jobs.ashbyhq.com/hockeystack/449b62dd-434d-4f42-b005-cf2bc74dba4d, | Flags: Clean ✅
14,0,"The provided text is a company profile, not a specific job description. It does not specify minimum experience, so 'years_required' is 0. The location is United States and remote-friendly, so 'location_flagged' is false. There are no sponsorship restrictions mentioned, so 'sponsorship_flagged' is false. The score is calculated based on 1 matching skill (Python) out of 7 total requested technical skills (Python, Rust, TypeScript, Apache Arrow, Kubernetes, Terraform, React) from the company's tech stack, resulting in (1/7)*100 = 14.",https://himalayas.app/companies/lancedb, | Flags: Clean ✅
14,2,"The job requires 2 years of experience, which is within the candidate's max experience. The location is in the US, and there are no explicit sponsorship or citizenship restrictions. The candidate matches 2 out of 14 requested technical skills (Python, MongoDB). Score = (2/14) * 100 = 14.",https://job-boards.greenhouse.io/naughtydog/jobs/5832489004, | Flags: Clean ✅
13,2,"The job requires a minimum of 2 years of experience, which does not trigger the experience knockout. The location is in the United States, and sponsorship is not explicitly denied. The job requests 16 distinct technical skills (Okta Workflows, n8n, OpenAI, Claude, Kandji, Jumpcloud, Okta, Bash, Python, API integrations, Google Workspace, CrowdStrike, Linear, Freshservice, Jira, Workday). The candidate matches 2 of these (Python, LLMs). Score = (2/16) * 100 = 12.5, rounded to 13.",https://job-boards.greenhouse.io/underdogfantasy/jobs/4675205005, | Flags: Clean ✅
11,0,"The job description does not specify a minimum number of years of experience greater than 3, is located in the United States, and does not mention sponsorship restrictions. Therefore, no knockout rules were triggered. The total distinct technical skills requested are 9 (Selenium, JUnit, TestNG, JIRA, Bugzilla, Java, Python, LoadRunner, JMeter). The candidate matches 1 of these skills (Python). The score is (1 / 9) * 100 = 11.",https://jobs.lever.co/getwingapp/9c495194-7468-46da-a429-de630f9c430b, | Flags: Clean ✅
10,1,"The job requires 1 year of experience, which is within the candidate's maximum of 3 years. The location is in the US, and there are no explicit sponsorship restrictions. The job requests 10 distinct technical skills (API, SFTP, Datadog, Kibana, Zapier, Tray.io, Jira, Postman, Command Line Scripts, SQL). The candidate possesses 1 of these skills (SQL). Score = (1/10) * 100 = 10.",https://job-boards.greenhouse.io/podium81/jobs/7736740, | Flags: Clean ✅
